,url,title,location,make,model,trim,engine,price,year,mileage,transmission,options,power options,body_type,inter_color,exter_color,fuel_type,vehicle_title,for_sale_by,city,state,state_name,lat,lng,state_id,extra_info
0,https://www.ebay.com/itm/255263196548?hash=item3b6edf4584%3Ag%3AKkEAAOSwIBlhfs46&LH_BIN=1,2000 BMW Z3 M,"Phoenix, Arizona, United States",bmw,Z3,M,6,35950,2000,30540,manual,--,--,convertible,Black,Red,Gasoline,Clean,Dealer,Phoenix,Arizona,Arizona,33.5722,-112.0891,AZ,"Model: Z3,  Engine: 6, Trim: M, Options: --, Inner Color: Black, Outside color: Red"
1,https://www.ebay.com/itm/125043114272?hash=item1d1d268120%3Ag%3AOUYAAOSwAqphsjKE&LH_BIN=1,1965 Chevrolet Corvette Convertible,"Morgantown, Pennsylvania, United States",chevrolet,Convertible,Convertible,327 V8 L79,62000,1965,77742,manual,,,convertible,Black,Red,,Clean,Dealer,Morgantown,Pennsylvania,Pennsylvania,40.1539,-75.8906,PA,"Model: Convertible,  Engine: 327 V8 L79, Trim: Convertible, Options: , Inner Color: Black, Outside color: Red"
2,https://www.ebay.com/itm/275050233916?hash=item400a45803c%3Ag%3AIw4AAOSwo3NhqWaI&LH_BIN=1,2013 Porsche 911,"Alexandria, Virginia, United States",porsche,911,,,63900,2013,57433,manual,Convertible,,convertible,Black,Silver,,Clean,,Alexandria,Virginia,Virginia,38.8185,-77.0861,VA,"Model: 911,  Engine: , Trim: , Options: Convertible, Inner Color: Black, Outside color: Silver"
3,https://www.ebay.com/itm/324925939658?hash=item4ba7185fca%3Ag%3An1AAAOSwfUVhrqLH&LH_BIN=1,1966 Lincoln Continental leather,"Long Beach, California, United States",other,Continental,leather,462,70000,1966,69000,automatic,,,convertible,,White,Gasoline,Clean,Private Seller,Long Beach,California,California,33.7981,-118.1675,CA,"Model: Continental,  Engine: 462, Trim: leather, Options: , Inner Color: , Outside color: White"
4,https://www.ebay.com/itm/234322774988?hash=item368eb9cbcc%3Ag%3A9dQAAOSwzqBhXIy8&LH_BIN=1,1975 Chevrolet Corvette,"Vineland, New Jersey, United States",chevrolet,Corvette,,Other 1.0L,29900,1975,53000,automatic,--,--,convertible,Red,Red,Gasoline,--,Dealer,Vineland,New Jersey,New Jersey,39.4653,-74.9981,NJ,"Model: Corvette,  Engine: Other 1.0L, Trim: , Options: --, Inner Color: Red, Outside color: Red"
5,https://www.ebay.com/itm/115132700321?hash=item1ace7196a1%3Ag%3AGU8AAOSwjdhhi7Yw&LH_BIN=1,2018 McLaren 570,"Delray Beach, Florida, United States",other,570,,3.8L Twin Turbo V8 562hp 443ft. lbs.,219000,2018,18800,manual,--,--,convertible,Black,Gray,Gasoline,Clean,Dealer,Delray Beach,Florida,Florida,26.455,-80.0905,FL,"Model: 570,  Engine: 3.8L Twin Turbo V8 562hp 443ft. lbs., Trim: , Options: --, Inner Color: Black, Outside color: Gray"
6,https://www.ebay.com/itm/353799412493?hash=item5260169b0d%3Ag%3AUE8AAOSwdithrlM6&LH_BIN=1,1987 Chevrolet Corvette,"Yuma, Arizona, United States",chevrolet,Corvette,,5.7L Gas V8,9000,1987,141400,automatic,,,convertible,,Red,Gasoline,Clean,Private Seller,Yuma,Arizona,Arizona,32.5992,-114.5488,AZ,"Model: Corvette,  Engine: 5.7L Gas V8, Trim: , Options: , Inner Color: , Outside color: Red"
7,https://www.ebay.com/itm/203748172548?hash=item2f70566304%3Ag%3Al8MAAOSwuB9homb4&LH_BIN=1,2016 Ford Mustang GT Premium Convertible 2D,"Heath, Ohio, United States",ford,GT Premium 2dr Convertible,GT Premium Convertible 2D,5.0L V8 435hp 400ft. lbs.,35590,2016,35311,automatic,,,convertible,Black,Oxford White,Gasoline,Clean,Dealer,Heath,Ohio,Ohio,40.0241,-82.4412,OH,"Model: GT Premium 2dr Convertible,  Engine: 5.0L V8 435hp 400ft. lbs., Trim: GT Premium Convertible 2D, Options: , Inner Color: Black, Outside color: Oxford White"
8,https://www.ebay.com/itm/334225527649?hash=item4dd164d361%3Ag%3A05sAAOSw8q5hcIK4&LH_BIN=1,1962 Ford Galaxie 500 XL,"Edinburg, Texas, United States",ford,Galaxie 500 XL,,390,19500,1962,11111,automatic,,,convertible,,White,Gasoline,Clean,Private Seller,Edinburg,Texas,Texas,26.3197,-98.1596,TX,"Model: Galaxie 500 XL,  Engine: 390, Trim: , Options: , Inner Color: , Outside color: White"
9,https://www.ebay.com/itm/203747083224?hash=item2f7045c3d8%3Ag%3AgPYAAOSwXHFg8Chu&LH_BIN=1,2016 BMW 4-Series 428i Convertible 2D,"Tempe, Arizona, United States",bmw,428i 2dr Convertible SULEV,428i Convertible 2D,2.0L Turbo I4 240hp 255ft. lbs.,29990,2016,56833,automatic,,,convertible,BEIGE,Melbourne Red Metallic,Gasoline,Clean,Dealer,Tempe,Arizona,Arizona,33.3881,-111.9318,AZ,"Model: 428i 2dr Convertible SULEV,  Engine: 2.0L Turbo I4 240hp 255ft. lbs., Trim: 428i Convertible 2D, Options: , Inner Color: BEIGE, Outside color: Melbourne Red Metallic"
10,https://www.ebay.com/itm/334243914032?hash=item4dd27d6130%3Ag%3AdGAAAOSwTHphZN2n&LH_BIN=1,2022 Chevrolet Corvette,"Flowery Branch, Georgia, United States",chevrolet,Corvette,,,112500,2022,49,automatic,Convertible,,convertible,Red,White,,Clean,Private Seller,Flowery Branch,Georgia,Georgia,34.1713,-83.9142,GA,"Model: Corvette,  Engine: , Trim: , Options: Convertible, Inner Color: Red, Outside color: White"
11,https://www.ebay.com/itm/265447576062?hash=item3dcde891fe%3Ag%3AUbYAAOSw3w1hoTAR&LH_BIN=1,2021 Chevrolet Corvette,"Plain City, Ohio, United States",chevrolet,Corvette,,,110995,2021,2734,automatic,"Leather Seats, Convertible",,convertible,,,,Clean,,Plain City,Ohio,Ohio,40.1067,-83.2693,OH,"Model: Corvette,  Engine: , Trim: , Options: Leather Seats, Convertible, Inner Color: , Outside color: "
12,https://www.ebay.com/itm/165223407831?hash=item26781520d7%3Ag%3AtaUAAOSwik9hsQwL&LH_BIN=1,2001 Aston Martin DB7 $166k MSRP,"Las Vegas, Nevada, United States",other,$166k MSRP,$166k MSRP,Style/Body:Convertible,33500,2001,34865,automatic,Leather,,convertible,Tan,Green,Gasoline,Clean,Dealer,Las Vegas,Nevada,Nevada,36.2333,-115.2654,NV,"Model: $166k MSRP,  Engine: Style/Body:Convertible, Trim: $166k MSRP, Options: Leather, Inner Color: Tan, Outside color: Green"
13,https://www.ebay.com/itm/294622415880?hash=item4498dd4c08%3Ag%3AzDoAAOSw1WNhsW0E&LH_BIN=1,1967 Ford Mustang Shelby GT-350 Tribute,"Houston, Texas, United States",ford,Shelby GT-350 Tribute,Shelby GT-350 Tribute,351 Cleveland,69000,1967,35425,manual,"CD Player, Convertible",,convertible,White,Red,Gasoline,Clean,Dealer,Houston,Texas,Texas,29.7863,-95.3889,TX,"Model: Shelby GT-350 Tribute,  Engine: 351 Cleveland, Trim: Shelby GT-350 Tribute, Options: CD Player, Convertible, Inner Color: White, Outside color: Red"
14,https://www.ebay.com/itm/194604727153?hash=item2d4f587b71%3Ag%3A0bYAAOSwyxNhtNE4&LH_BIN=1,2021 Chevrolet Corvette 1LT,"Largo, Florida, United States",chevrolet,Corvette,1LT,LT1 Engine 6.2 Liter Direct Injected 495 HP V8,99875,2021,447,automatic,"Air Conditioning, Cruise Control, Power Locks, Power Windows, Power Seats","Air Conditioning, Cruise Control, Power Locks, Power Windows, Power Seats",convertible,Black,Red,Gasoline,Clean,Dealer,Largo,Florida,Florida,27.9088,-82.7711,FL,"Model: Corvette,  Engine: LT1 Engine 6.2 Liter Direct Injected 495 HP V8, Trim: 1LT, Options: Air Conditioning, Cruise Control, Power Locks, Power Windows, Power Seats, Inner Color: Black, Outside color: Red"
15,https://www.ebay.com/itm/373821394316?hash=item57097dcd8c%3Ag%3A4-kAAOSwBklhjZp8&LH_BIN=1,2007 Mercedes-Benz SL-Class SL 550 - RARE 50TH ANNIVERSARY EDT - STUNNING!,"Pompano Beach, Florida, United States",mercedes-benz,SL 550 2dr Convertible -sl500 sl 500 sl550 sl65 500sl sl63,SL 550 - RARE 50TH ANNIVERSARY EDT - STUNNING!,Style/Body:Convertible,29900,2007,62421,automatic,,,convertible,Brown,Pewter Metallic (723),Gasoline,Clean,Dealer,Pompano Beach,Florida,Florida,26.2428,-80.1312,FL,"Model: SL 550 2dr Convertible -sl500 sl 500 sl550 sl65 500sl sl63,  Engine: Style/Body:Convertible, Trim: SL 550 - RARE 50TH ANNIVERSARY EDT - STUNNING!, Options: , Inner Color: Brown, Outside color: Pewter Metallic (723)"
16,https://www.ebay.com/itm/255266665602?hash=item3b6f143482%3Ag%3AJq0AAOSw3llhlLn1&LH_BIN=1,1965 Ford Mustang Convertible,"Virginia Beach, Virginia, United States",ford,Mustang,Convertible,200ci,26999,1965,118870,manual,Convertible,,convertible,Black,Vintage Burgundy,Gasoline,Clean,Dealer,Virginia Beach,Virginia,Virginia,36.7335,-76.0435,VA,"Model: Mustang,  Engine: 200ci, Trim: Convertible, Options: Convertible, Inner Color: Black, Outside color: Vintage Burgundy"
17,https://www.ebay.com/itm/133940762084?hash=item1f2f7dd5e4%3Ag%3As%7EwAAOSwnLVhmVu2&LH_BIN=1,2016 Ford Mustang,"Bradenton, Florida, United States",ford,Mustang,,,43495,2016,17002,manual,"Leather Seats, CD Player",,convertible,,,,Clean,,Bradenton,Florida,Florida,27.49,-82.5739,FL,"Model: Mustang,  Engine: , Trim: , Options: Leather Seats, CD Player, Inner Color: , Outside color: "
18,https://www.ebay.com/itm/353806100653?hash=item52607ca8ad%3Ag%3AyyUAAOSwJb5hl5Ez&LH_BIN=1,1967 Chevrolet Corvette Convertible Numbers Matching 327ci 4-Speed Fully R,"Naperville, Illinois, United States",chevrolet,Corvette,Convertible Numbers Matching 327ci 4-Speed Fully R,327ci V8,79800,1967,70609,manual,--,--,convertible,Black,Silver,Gasoline,--,Dealer,Naperville,Illinois,Illinois,41.7483,-88.1657,IL,"Model: Corvette,  Engine: 327ci V8, Trim: Convertible Numbers Matching 327ci 4-Speed Fully R, Options: --, Inner Color: Black, Outside color: Silver"
19,https://www.ebay.com/itm/294557317278?hash=item4494fbf89e%3Ag%3AH1gAAOSwao5hlm3J&LH_BIN=1,1998 Ford Mustang GT,"North Royalton, Ohio, United States",ford,Mustang,GT,4.6L 2V SOHC V8,21900,1998,22824,automatic,,,convertible,Black,Black,Gasoline,Clean,,North Royalton,Ohio,Ohio,41.3138,-81.7452,OH,"Model: Mustang,  Engine: 4.6L 2V SOHC V8, Trim: GT, Options: , Inner Color: Black, Outside color: Black"
20,https://www.ebay.com/itm/203748179312?hash=item2f70567d70%3Ag%3Al-YAAOSwZZdhZcL4&LH_BIN=1,2014 Ford Mustang GT Convertible 2D,"Fort Worth, Texas, United States",ford,Mustang,GT Convertible 2D,5.0L V8 420hp 390ft. lbs.,26990,2014,46124,automatic,,,convertible,Black,Oxford White,Gasoline,Clean,Dealer,Fort Worth,Texas,Texas,32.7811,-97.3473,TX,"Model: Mustang,  Engine: 5.0L V8 420hp 390ft. lbs., Trim: GT Convertible 2D, Options: , Inner Color: Black, Outside color: Oxford White"
21,https://www.ebay.com/itm/294593971778?hash=item44972b4642%3Ag%3AogwAAOSw3oRhplxr&LH_BIN=1,1946 Super De Luxe Convertible,"Springfield, Ohio, United States",ford,Super De Luxe Convertible,,SBC,49900,1946,28721,automatic,,,convertible,Tan,Black,,Clear,Dealer,Springfield,Ohio,Ohio,39.9297,-83.7957,OH,"Model: Super De Luxe Convertible,  Engine: SBC, Trim: , Options: , Inner Color: Tan, Outside color: Black"
22,https://www.ebay.com/itm/353805217373?hash=item52606f2e5d%3Ag%3ALRQAAOSwNnhhsoIj&LH_BIN=1,2000 S2000,"Bohemia, New York, United States",honda,S2000,,2.0L NA I4 double overhead cam (DOHC) 16V,27995,2000,62584,manual,,,convertible,Black,Gray,,Clean,Dealer,Bohemia,New York,New York,40.7717,-73.1271,NY,"Model: S2000,  Engine: 2.0L NA I4 double overhead cam (DOHC) 16V, Trim: , Options: , Inner Color: Black, Outside color: Gray"
23,https://www.ebay.com/itm/224722377362?hash=item34527f5a92%3Ag%3AkL8AAOSw%7EV1hn-9e&LH_BIN=1,1987 Chevrolet Camaro,"Lincoln, Nebraska, United States",chevrolet,Camaro,,5.0L Gas V8,15000,1987,97660,manual,Convertible,,convertible,,,gasoline,Clean,,Lincoln,Nebraska,Nebraska,40.809,-96.6788,NE,"Model: Camaro,  Engine: 5.0L Gas V8, Trim: , Options: Convertible, Inner Color: , Outside color: "
24,https://www.ebay.com/itm/265433281886?hash=item3dcd0e755e%3Ag%3AvfEAAOSwXOphqT8b&LH_BIN=1,1967 Corvette,"Springfield, Ohio, United States",chevrolet,Corvette,,327 350 HP,99900,1967,3705,manual,,,convertible,Black,Black,,Clear,Dealer,Springfield,Ohio,Ohio,39.9297,-83.7957,OH,"Model: Corvette,  Engine: 327 350 HP, Trim: , Options: , Inner Color: Black, Outside color: Black"
25,https://www.ebay.com/itm/284564195815?hash=item42415909e7%3Ag%3AH4sAAOSwbZ9hVhz7&LH_BIN=1,2016 Porsche 911,"Rochester, New York, United States",porsche,911,,,93990,2016,13600,automatic,"CD Player, Convertible, Leather Seats",,convertible,Black,Black,,Clean,,Rochester,New York,New York,43.168,-77.6162,NY,"Model: 911,  Engine: , Trim: , Options: CD Player, Convertible, Leather Seats, Inner Color: Black, Outside color: Black"
26,https://www.ebay.com/itm/203748197871?hash=item2f7056c5ef%3Ag%3AaYsAAOSw1jxhtOPr&LH_BIN=1,2014 Ford Mustang GT Premium Convertible 2D,"Tempe, Arizona, United States",ford,Mustang,GT Premium Convertible 2D,5L V8 32V,32990,2014,31627,automatic,,,convertible,GRAY,Red,Gasoline,Clean,Dealer,Tempe,Arizona,Arizona,33.3881,-111.9318,AZ,"Model: Mustang,  Engine: 5L V8 32V, Trim: GT Premium Convertible 2D, Options: , Inner Color: GRAY, Outside color: Red"
27,https://www.ebay.com/itm/185206367541?hash=item2b1f28e535%3Ag%3A6-gAAOSwelthZ8HB&LH_BIN=1,2018 Ferrari 488 Spider Certified CPO,"Fort Lauderdale, Florida, United States",ferrari,Spider Certified CPO,Spider Certified CPO,Style/Body:Convertible,339990,2018,5856,automatic,,,convertible,Rosso Ferrari,Nero,Gasoline,Clean,Dealer,Fort Lauderdale,Florida,Florida,26.1412,-80.1464,FL,"Model: Spider Certified CPO,  Engine: Style/Body:Convertible, Trim: Spider Certified CPO, Options: , Inner Color: Rosso Ferrari, Outside color: Nero"
28,https://www.ebay.com/itm/304260222051?hash=item46d7528c63%3Ag%3AkTMAAOSwtmZhSYrI&LH_BIN=1,2015 Chevrolet Corvette 2dr Stingray Z51 Conv w/3LT,"Plattsmouth, Nebraska, United States",chevrolet,Corvette,2dr Stingray Z51 Conv w/3LT,"V8, 6.2L",53000,2015,23794,manual,--,--,convertible,Gray,Blue,Gasoline,Clean,Dealer,Plattsmouth,Nebraska,Nebraska,41.0053,-95.894,NE,"Model: Corvette,  Engine: V8, 6.2L, Trim: 2dr Stingray Z51 Conv w/3LT, Options: --, Inner Color: Gray, Outside color: Blue"
29,https://www.ebay.com/itm/165219488269?hash=item2677d9520d%3Ag%3AB9wAAOSwAqphrhBa&LH_BIN=1,1971 Ford Torino GT Convertible,"Plymouth, Michigan, United States",ford,GT Convertible,GT Convertible,351 Cleveland V8,69900,1971,65120,automatic,,,convertible,Black,Red,,Clean,Dealer,Plymouth,Michigan,Michigan,42.3718,-83.468,MI,"Model: GT Convertible,  Engine: 351 Cleveland V8, Trim: GT Convertible, Options: , Inner Color: Black, Outside color: Red"
30,https://www.ebay.com/itm/144319707936?hash=item219a1ffb20%3Ag%3A4E0AAOSwmcVhS5Sp&LH_BIN=1,2005 BMW Z4 Super clean Free shipping No dealer fees,"Hollywood, Florida, United States",bmw,Z4,Super clean Free shipping No dealer fees,Straight 6 Cylinder Engine 2.5L/152,9988,2005,110566,automatic,Speed-sensitive pwr steering,Speed-sensitive pwr steering,convertible,Beige,Beige,Gasoline,Clean,Dealer,Hollywood,Florida,Florida,26.0294,-80.1679,FL,"Model: Z4,  Engine: Straight 6 Cylinder Engine 2.5L/152, Trim: Super clean Free shipping No dealer fees, Options: Speed-sensitive pwr steering, Inner Color: Beige, Outside color: Beige"
31,https://www.ebay.com/itm/324929442477?hash=item4ba74dd2ad%3Ag%3A94wAAOSwLmphsQU3&LH_BIN=1,2006 Chevrolet Corvette Z51 3LT package,"Warner Robins, Georgia, United States",chevrolet,Corvette,Z51 3LT package,6.0L Gas V8,14900,2006,161500,automatic,,,convertible,,Grey,Gasoline,Clean,Private Seller,Warner Robins,Georgia,Georgia,32.597,-83.6529,GA,"Model: Corvette,  Engine: 6.0L Gas V8, Trim: Z51 3LT package, Options: , Inner Color: , Outside color: Grey"
32,https://www.ebay.com/itm/324931696180?hash=item4ba7703634%3Ag%3AlPgAAOSwpwthsm4g&LH_BIN=1,2022 Chevrolet Corvette,"Tomball, Texas, United States",chevrolet,Corvette,,,137385,2022,5,automatic,,,convertible,Tension/ Twilight Blue Dipped,Rapid Blue,,Clean,Dealer,Tomball,Texas,Texas,30.0951,-95.6194,TX,"Model: Corvette,  Engine: , Trim: , Options: , Inner Color: Tension/ Twilight Blue Dipped, Outside color: Rapid Blue"
33,https://www.ebay.com/itm/304257966434?hash=item46d7302162%3Ag%3AGSgAAOSwAvBhsWkf&LH_BIN=1,1978 Fiat 124 Spider 1800,"Tulsa, Oklahoma, United States",other,124 Spider 1800,,1800,4000,1978,138000,manual,,,convertible,,Red,Gasoline,Clean,Private Seller,Tulsa,Oklahoma,Oklahoma,36.1284,-95.9042,OK,"Model: 124 Spider 1800,  Engine: 1800, Trim: , Options: , Inner Color: , Outside color: Red"
34,https://www.ebay.com/itm/234327863617?hash=item368f077141%3Ag%3Aq3QAAOSwvytgsS58&LH_BIN=1,1949 Hudson Super Six Convertible,"Rogers, Minnesota, United States",other,Super Six Convertible,,262 Inline 6 Cyl.,48995,1949,72560,manual,--,--,convertible,Maroon,Maroon Metallic,Gasoline,Clear,Dealer,Rogers,Minnesota,Minnesota,45.1865,-93.5783,MN,"Model: Super Six Convertible,  Engine: 262 Inline 6 Cyl., Trim: , Options: --, Inner Color: Maroon, Outside color: Maroon Metallic"
35,https://www.ebay.com/itm/203732487432?hash=item2f6f670d08%3Ag%3AmVEAAOSwZjZhp%7EJ6&LH_BIN=1,2004 Chevrolet Corvette,"Syracuse, New York, United States",chevrolet,Corvette,,,22500,2004,60000,automatic,"Leather Seats, Convertible, CD Player",,convertible,Tan,Red,Gasoline,Clean,Private Seller,Syracuse,New York,New York,43.0409,-76.1438,NY,"Model: Corvette,  Engine: , Trim: , Options: Leather Seats, Convertible, CD Player, Inner Color: Tan, Outside color: Red"
36,https://www.ebay.com/itm/133957263470?hash=item1f3079a06e%3Ag%3AQyIAAOSwKQthr73L&LH_BIN=1,1986 Ford Mustang LX,"Maryville, Tennessee, United States",ford,LX,LX,5.0 Liter V8,12995,1986,12785,manual,,,convertible,Blue,Other,,Clean,Dealer,Maryville,Tennessee,Tennessee,35.7468,-83.9789,TN,"Model: LX,  Engine: 5.0 Liter V8, Trim: LX, Options: , Inner Color: Blue, Outside color: Other"
37,https://www.ebay.com/itm/203745750849?hash=item2f70316f41%3Ag%3AEDYAAOSwx1Jhfs13&LH_BIN=1,2018 Ford Mustang EcoBoost Premium Convertible 2D,"Haines City, Florida, United States",ford,Mustang,EcoBoost Premium Convertible 2D,2.3L I4 16V,28590,2018,70169,automatic,,,convertible,BLACK,Gray,Gasoline,Clean,Dealer,Haines City,Florida,Florida,28.11,-81.6157,FL,"Model: Mustang,  Engine: 2.3L I4 16V, Trim: EcoBoost Premium Convertible 2D, Options: , Inner Color: BLACK, Outside color: Gray"
38,https://www.ebay.com/itm/304255313964?hash=item46d707a82c%3Ag%3AXfcAAOSwaudhrrv1&LH_BIN=1,1967 Ford Bronco,"Port Allen, Louisiana, United States",ford,Bronco,,302,110000,1967,25000,manual,Convertible,,convertible,Black,Silver,Gasoline,Clean,Private Seller,Port Allen,Louisiana,Louisiana,30.4456,-91.2098,LA,"Model: Bronco,  Engine: 302, Trim: , Options: Convertible, Inner Color: Black, Outside color: Silver"
39,https://www.ebay.com/itm/203740849674?hash=item2f6fe6a60a%3Ag%3A-gkAAOSwph9hrmjL&LH_BIN=1,2020 BMW 4-Series Black leather,"Boynton Beach, Florida, United States",bmw,440i,Black leather,6 cylinder turbo,36500,2020,17500,automatic,"Air Conditioning, Cruise Control, Power Locks, Power Windows, Power Seats","Air Conditioning, Cruise Control, Power Locks, Power Windows, Power Seats",convertible,Black,Black,Gasoline,"Rebuilt, Rebuildable & Reconstructed",Dealer,Boynton Beach,Florida,Florida,26.5281,-80.0811,FL,"Model: 440i,  Engine: 6 cylinder turbo, Trim: Black leather, Options: Air Conditioning, Cruise Control, Power Locks, Power Windows, Power Seats, Inner Color: Black, Outside color: Black"
40,https://www.ebay.com/itm/185204936562?hash=item2b1f130f72%3Ag%3AIvIAAOSwrXZhsLYm&LH_BIN=1,2015 Ferrari 458 Spider Certified CPO,"Fort Lauderdale, Florida, United States",ferrari,2dr Convertible,Spider Certified CPO,Style/Body:Convertible,299900,2015,5855,automatic,,,convertible,Nero,Giallo Modena,Gasoline,Clean,Dealer,Fort Lauderdale,Florida,Florida,26.1412,-80.1464,FL,"Model: 2dr Convertible,  Engine: Style/Body:Convertible, Trim: Spider Certified CPO, Options: , Inner Color: Nero, Outside color: Giallo Modena"
41,https://www.ebay.com/itm/115134653883?hash=item1ace8f65bb%3Ag%3AoHsAAOSw5HhhsoP3&LH_BIN=1,1989 Ferrari Mondial T Cabriolet,"Denver, Colorado, United States",ferrari,Mondial,T Cabriolet,3.4L V8 DOHC 16V,49900,1989,31705,automatic,--,--,convertible,Tan,Red,Gasoline,Clean,Dealer,Denver,Colorado,Colorado,39.7621,-104.8759,CO,"Model: Mondial,  Engine: 3.4L V8 DOHC 16V, Trim: T Cabriolet, Options: --, Inner Color: Tan, Outside color: Red"
42,https://www.ebay.com/itm/185203407862?hash=item2b1efbbbf6%3Ag%3AncUAAOSwT7Nhk8Oc&LH_BIN=1,2000 Pontiac Trans Am WS6,"Lansdale, Pennsylvania, United States",pontiac,Firebird,WS6,5.7L LT1,21900,2000,13906,automatic,"Air Conditioning, Power Locks, Power Windows, Power Seats","Air Conditioning, Power Locks, Power Windows, Power Seats",convertible,Black,White,Gasoline,Clean,Dealer,Lansdale,Pennsylvania,Pennsylvania,40.2417,-75.2812,PA,"Model: Firebird,  Engine: 5.7L LT1, Trim: WS6, Options: Air Conditioning, Power Locks, Power Windows, Power Seats, Inner Color: Black, Outside color: White"
43,https://www.ebay.com/itm/175049300404?hash=item28c1c059b4%3Ag%3AA%7EcAAOSwpadhnWBq&LH_BIN=1,1963 Ford Thunderbird,"Cave Creek, Arizona, United States",ford,Thunderbird,,,33500,1963,67600,automatic,Convertible,,convertible,Gold,,,Clean,,Cave Creek,Arizona,Arizona,33.8513,-111.9801,AZ,"Model: Thunderbird,  Engine: , Trim: , Options: Convertible, Inner Color: Gold, Outside color: "
44,https://www.ebay.com/itm/203737848078?hash=item2f6fb8d90e%3Ag%3Afh0AAOSwzjZhq2dl&LH_BIN=1,2019 Lamborghini Aventador S,"Naples, Florida, United States",other,Aventador,S,12 Cylinder Engine 6.5L,599750,2019,960,automatic,Electro-Hydraulic Power Assist Speed-Sensing St...,Electro-Hydraulic Power Assist Speed-Sensing St...,convertible,Nero Ade,Nero Aldebaran,Gasoline,Clean,Dealer,Naples,Florida,Florida,26.1504,-81.7936,FL,"Model: Aventador,  Engine: 12 Cylinder Engine 6.5L, Trim: S, Options: Electro-Hydraulic Power Assist Speed-Sensing St..., Inner Color: Nero Ade, Outside color: Nero Aldebaran"
45,https://www.ebay.com/itm/203745734833?hash=item2f703130b1%3Ag%3AtowAAOSwyFBhir5N&LH_BIN=1,2016 Ford Mustang GT Premium Convertible 2D,"Tempe, Arizona, United States",ford,GT Premium 2dr Convertible,GT Premium Convertible 2D,5.0L V8 435hp 400ft. lbs.,37990,2016,8795,automatic,,,convertible,Black,Shadow Black,Gasoline,Clean,Dealer,Tempe,Arizona,Arizona,33.3881,-111.9318,AZ,"Model: GT Premium 2dr Convertible,  Engine: 5.0L V8 435hp 400ft. lbs., Trim: GT Premium Convertible 2D, Options: , Inner Color: Black, Outside color: Shadow Black"
46,https://www.ebay.com/itm/185196506614?hash=item2b1e926df6%3Ag%3A1%7E8AAOSwttphprod&LH_BIN=1,2010 Audi S5,"Los Angeles, California, United States",audi,S5,,Style/Body:Convertible,24900,2010,88500,automatic,"CD Player, Convertible, Leather Seats",,convertible,,,,Clean,,Los Angeles,California,California,34.1139,-118.4068,CA,"Model: S5,  Engine: Style/Body:Convertible, Trim: , Options: CD Player, Convertible, Leather Seats, Inner Color: , Outside color: "
47,https://www.ebay.com/itm/255268286764?hash=item3b6f2cf12c%3Ag%3AdVoAAOSw1w1hUX1B&LH_BIN=1,1966 Chevrolet Corvette Convertible L79,"Fort Lauderdale, Florida, United States",chevrolet,Corvette,Convertible L79,327ci,59999,1966,65000,manual,"Convertible, Leather Seats",,convertible,Blue,Blue,Gasoline,Clean,Dealer,Fort Lauderdale,Florida,Florida,26.1412,-80.1464,FL,"Model: Corvette,  Engine: 327ci, Trim: Convertible L79, Options: Convertible, Leather Seats, Inner Color: Blue, Outside color: Blue"
48,https://www.ebay.com/itm/393777518713?hash=item5baef81879%3Ag%3AL8YAAOSwaRlhikKz&LH_BIN=1,2004 Lexus SC 2dr Convertible,"Fort Lauderdale, Florida, United States",lexus,SC,2dr Convertible,4.3L 8 CYLINDER,17986,2004,132830,automatic,--,--,convertible,Saddle,Silver,Gasoline,Clean,Dealer,Fort Lauderdale,Florida,Florida,26.1412,-80.1464,FL,"Model: SC,  Engine: 4.3L 8 CYLINDER, Trim: 2dr Convertible, Options: --, Inner Color: Saddle, Outside color: Silver"
49,https://www.ebay.com/itm/393779139903?hash=item5baf10d53f%3Ag%3ASjcAAOSwuSlhn39O&LH_BIN=1,2008 Jaguar XKR Convertible,"Cleveland, Ohio, United States",other,XKR,Convertible,4.2L V8 Supercharged 420hp 413ft. lbs.,37900,2008,30739,automatic,--,--,convertible,Charcoal,Gray,Gasoline,Clean,Dealer,Cleveland,Ohio,Ohio,41.4767,-81.6804,OH,"Model: XKR,  Engine: 4.2L V8 Supercharged 420hp 413ft. lbs., Trim: Convertible, Options: --, Inner Color: Charcoal, Outside color: Gray"
50,https://www.ebay.com/itm/393780955424?hash=item5baf2c8920%3Ag%3ASwcAAOSwlBlhszd0&LH_BIN=1,2020 Alfa Romeo 4C Spider,"Cleveland, Ohio, United States",other,4C,Spider,1.7L Turbo I4 237hp 258ft. lbs.,79900,2020,1721,manual,--,--,convertible,Black,Rosso Competizione,Gasoline,Clean,Dealer,Cleveland,Ohio,Ohio,41.4767,-81.6804,OH,"Model: 4C,  Engine: 1.7L Turbo I4 237hp 258ft. lbs., Trim: Spider, Options: --, Inner Color: Black, Outside color: Rosso Competizione"
